name,link,Default Branch,SHA,Stargazers Count,Forks Count,Maven,Gradle,Travis CI,Github Actions,Maven Jacoco, Maven Cobertura,Maven Javadoc,Gradle Jacoco,Gradle Cobertura,Gradle Javadoc,Travis Codecov,Travis Coveralls,Travis Codacy,Travis Jacoco, Travis Cobertura,Travis Javadoc,GA Codecov,GA Coveralls,GA Codacy,GA Jacoco, GA Cobertura,GA Javadoc
HelloWorld521/Java,https://github.com/HelloWorld521/Java,master,9bd12073568d6a91366268106f06632f0f50321d,2224,1147,seckill/pom.xml;springboot-shiro/pom.xml;,,,,,,,,,,,,,,,,,,,,,
stacktipslab/Advance-Android-Tutorials,https://github.com/stacktipslab/Advance-Android-Tutorials,master,518ab44f4a873a75bee8fe527951846e9d9fab7e,348,1148,,,,,,,,,,,,,,,,,,,,,,
Clans/FloatingActionButton,https://github.com/Clans/FloatingActionButton,master,d3feaadabb8e4780e8bca330f4f67b94f21e1796,5212,1150,,build.gradle;gradle-mvn-push.gradle;library/build.gradle;sample/build.gradle;settings.gradle;,,,,,,,,gradle-mvn-push.gradle;,,,,,,,,,,,,
brianway/springmvc-mybatis-learning,https://github.com/brianway/springmvc-mybatis-learning,master,36c0cddd3ec62bdd3fc33b6e9c5f951fec53f417,2784,1154,sourcecode/learnssm-firstssm/pom.xml;sourcecode/springmvcfirst/pom.xml;sourcecode/springmvcsecond/pom.xml;,,,,,,,,,,,,,,,,,,,,,
etsy/AndroidStaggeredGrid,https://github.com/etsy/AndroidStaggeredGrid,master,97739f6690a7676b62f0eb1246ae195ac98df4e2,4783,1164,,build.gradle;library/build.gradle;sample/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,,,,,
AntennaPod/AntennaPod,https://github.com/AntennaPod/AntennaPod,develop,4d704eb777874a1d5bebf85cf78634d3c4969279,4344,1172,,app/build.gradle;build.gradle;common.gradle;core/build.gradle;event/build.gradle;model/build.gradle;net/discovery/build.gradle;net/ssl/build.gradle;net/sync/gpoddernet/build.gradle;net/sync/model/build.gradle;parser/feed/build.gradle;parser/media/build.gradle;playFlavor.gradle;playback/base/build.gradle;playback/cast/build.gradle;settings.gradle;storage/database/build.gradle;ui/app-start-intent/build.gradle;ui/common/build.gradle;ui/i18n/build.gradle;ui/png-icons/build.gradle;ui/statistics/build.gradle;,,.github/workflows/checks.yml;.github/workflows/close-if-no-reply.yml;,,,,,,,,,,,,,,,,,,
cabaletta/baritone,https://github.com/cabaletta/baritone,master,4e2095d25114dd88fa01baf21a805d3f6e1b8ee9,4688,1174,,build.gradle;buildSrc/build.gradle;settings.gradle;,,.github/workflows/gradle_build.yml;.github/workflows/run_tests.yml;,,,,,,build.gradle;,,,,,,,,,,,,
a-thomas/android-bootstrap,https://github.com/a-thomas/android-bootstrap,master,e13e8bad20ff1388b715352ec31be1d35ed6a394,2,1181,app/pom.xml;integration-tests/pom.xml;pom.xml;,,,,,,,,,,,,,,,,,,,,,
mbarrben/android-stickyheaderswipelistview,https://github.com/mbarrben/android-stickyheaderswipelistview,master,bc386eeade9e3ce1140f768bfecbdef1f75bb381,38,1185,pom.xml;,,,,,,,,,,,,,,,,,,,,,
spring-projects/spring-data-jpa,https://github.com/spring-projects/spring-data-jpa,main,54047edffb8bbbe6ae5bc1791518d39338ab6e0b,2412,1185,pom.xml;spring-data-envers/pom.xml;spring-data-jpa-distribution/pom.xml;spring-data-jpa/pom.xml;,,,.github/workflows/project.yml;,spring-data-jpa/pom.xml;,,,,,,,,,,,,,,,,,
Netflix/ribbon,https://github.com/Netflix/ribbon,master,7a57aa9aa85dc8b95e68fbc2b04613c2666d77a1,4284,1186,,build.gradle;ribbon-archaius/build.gradle;ribbon-core/build.gradle;ribbon-eureka/build.gradle;ribbon-evcache/build.gradle;ribbon-examples/build.gradle;ribbon-guice/build.gradle;ribbon-httpclient/build.gradle;ribbon-loadbalancer/build.gradle;ribbon-test/build.gradle;ribbon-transport/build.gradle;ribbon/build.gradle;settings.gradle;,,.github/workflows/gradle-wrapper-validation.yml;.github/workflows/nebula-ci.yml;.github/workflows/nebula-publish.yml;.github/workflows/nebula-snapshot.yml;,,,,,,,,,,,,,,.github/workflows/nebula-ci.yml;,,,,
qii/weiciyuan,https://github.com/qii/weiciyuan,0.50,b8f4de854b12c4160a850c2217c779609c5eb445,2643,1188,,build.gradle;libs/showcaseviewlibrary/build.gradle;libs/slidingmenulibrary/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,,,,,
codingXiaxw/seckill,https://github.com/codingXiaxw/seckill,master,fd24d99d232424cd141e64600b277fb8cf3950e2,2188,1194,pom.xml;,,,,,,,,,,,,,,,,,,,,,
apache/parquet-mr,https://github.com/apache/parquet-mr,master,019361e0da0677360788f0ad96c520fb8c296d7d,1623,1200,parquet-arrow/pom.xml;parquet-avro/pom.xml;parquet-benchmarks/pom.xml;parquet-cli/pom.xml;parquet-column/pom.xml;parquet-common/pom.xml;parquet-encoding/pom.xml;parquet-format-structures/pom.xml;parquet-generator/pom.xml;parquet-hadoop-bundle/pom.xml;parquet-hadoop/pom.xml;parquet-jackson/pom.xml;parquet-pig-bundle/pom.xml;parquet-pig/pom.xml;parquet-protobuf/pom.xml;parquet-scala/pom.xml;parquet-thrift/pom.xml;pom.xml;,,.travis.yml;,.github/workflows/test.yml;,,pom.xml;,parquet-format-structures/pom.xml;pom.xml;,,,,,,,,,.travis.yml;,,,,,,.github/workflows/test.yml;
githubtraining/hellogitworld,https://github.com/githubtraining/hellogitworld,master,ef7bebf8bdb1919d947afe46ab4b2fb4278039b3,32,1201,pom.xml;,build.gradle;,.travis.yml;,,,,,,,,,,,,,,,,,,,
hongyangAndroid/baseAdapter,https://github.com/hongyangAndroid/baseAdapter,master,4898fab7f0646389be398e1712b9a7fd74528300,4680,1201,,base-adapter-library/build.gradle;baseadapter-recyclerview/build.gradle;build.gradle;sample/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,,,,,
junit-team/junit5,https://github.com/junit-team/junit5,main,5407208ba97865eeabc0fa53593e98a95620ec36,5300,1202,platform-tests/src/test/resources/listeners/uidtracking/maven/pom.xml;platform-tooling-support-tests/projects/java-versions/pom.xml;platform-tooling-support-tests/projects/maven-starter/pom.xml;platform-tooling-support-tests/projects/multi-release-jar/default/pom.xml;platform-tooling-support-tests/projects/vintage/pom.xml;,build.gradle.kts;buildSrc/build.gradle.kts;buildSrc/settings.gradle.kts;buildSrc/src/main/kotlin/base-conventions.gradle.kts;buildSrc/src/main/kotlin/build-metadata.gradle.kts;buildSrc/src/main/kotlin/dependency-update-check.gradle.kts;buildSrc/src/main/kotlin/jacoco-conventions.gradle.kts;buildSrc/src/main/kotlin/java-library-conventions.gradle.kts;buildSrc/src/main/kotlin/java-multi-release-sources.gradle.kts;buildSrc/src/main/kotlin/java-repackage-jars.gradle.kts;buildSrc/src/main/kotlin/java-toolchain-conventions.gradle.kts;buildSrc/src/main/kotlin/junit4-compatibility.gradle.kts;buildSrc/src/main/kotlin/kotlin-library-conventions.gradle.kts;buildSrc/src/main/kotlin/osgi-conventions.gradle.kts;buildSrc/src/main/kotlin/publishing-conventions.gradle.kts;buildSrc/src/main/kotlin/shadow-conventions.gradle.kts;buildSrc/src/main/kotlin/spotless-conventions.gradle.kts;buildSrc/src/main/kotlin/temp-maven-repo.gradle.kts;buildSrc/src/main/kotlin/testing-conventions.gradle.kts;documentation/documentation.gradle.kts;junit-bom/junit-bom.gradle.kts;junit-jupiter-api/junit-jupiter-api.gradle.kts;junit-jupiter-engine/junit-jupiter-engine.gradle.kts;junit-jupiter-migrationsupport/junit-jupiter-migrationsupport.gradle.kts;junit-jupiter-params/junit-jupiter-params.gradle.kts;junit-jupiter/junit-jupiter.gradle.kts;junit-platform-commons/junit-platform-commons.gradle.kts;junit-platform-console-standalone/junit-platform-console-standalone.gradle.kts;junit-platform-console/junit-platform-console.gradle.kts;junit-platform-engine/junit-platform-engine.gradle.kts;junit-platform-jfr/junit-platform-jfr.gradle.kts;junit-platform-launcher/junit-platform-launcher.gradle.kts;junit-platform-reporting/junit-platform-reporting.gradle.kts;junit-platform-runner/junit-platform-runner.gradle.kts;junit-platform-suite-api/junit-platform-suite-api.gradle.kts;junit-platform-suite-commons/junit-platform-suite-commons.gradle.kts;junit-platform-suite-engine/junit-platform-suite-engine.gradle.kts;junit-platform-suite/junit-platform-suite.gradle.kts;junit-platform-testkit/junit-platform-testkit.gradle.kts;junit-vintage-engine/junit-vintage-engine.gradle.kts;platform-tests/platform-tests.gradle.kts;platform-tests/src/test/resources/listeners/uidtracking/gradle/groovy/build.gradle;platform-tests/src/test/resources/listeners/uidtracking/gradle/groovy/sub-project/sub-project.gradle;platform-tests/src/test/resources/listeners/uidtracking/gradle/kotlin/build.gradle.kts;platform-tests/src/test/resources/listeners/uidtracking/gradle/kotlin/sub-project/sub-project.gradle.kts;platform-tooling-support-tests/platform-tooling-support-tests.gradle.kts;platform-tooling-support-tests/projects/gradle-kotlin-extensions/build.gradle.kts;platform-tooling-support-tests/projects/gradle-kotlin-extensions/settings.gradle.kts;platform-tooling-support-tests/projects/gradle-missing-engine/build.gradle.kts;platform-tooling-support-tests/projects/gradle-missing-engine/settings.gradle.kts;platform-tooling-support-tests/projects/gradle-starter/build.gradle.kts;platform-tooling-support-tests/projects/gradle-starter/settings.gradle.kts;platform-tooling-support-tests/projects/vintage/build.gradle.kts;platform-tooling-support-tests/projects/vintage/settings.gradle.kts;settings.gradle.kts;,,.github/workflows/codeql-analysis.yml;.github/workflows/cross-version.yml;.github/workflows/gradle-wrapper-validation.yml;.github/workflows/issue-labels.yml;.github/workflows/main.yml;.github/workflows/reproducible-build.yml;,,,,build.gradle.kts;buildSrc/src/main/kotlin/jacoco-conventions.gradle.kts;buildSrc/src/main/kotlin/java-library-conventions.gradle.kts;,,buildSrc/src/main/kotlin/java-library-conventions.gradle.kts;buildSrc/src/main/kotlin/java-multi-release-sources.gradle.kts;buildSrc/src/main/kotlin/shadow-conventions.gradle.kts;documentation/documentation.gradle.kts;,,,,,,,.github/workflows/main.yml;,,,.github/workflows/main.yml;,,
square/android-times-square,https://github.com/square/android-times-square,master,a1a8f2b50a9a8311a64237b9f6a814ba22b6be13,4435,1206,,build.gradle;library/build.gradle;sample/build.gradle;settings.gradle;,,.github/workflows/android.yml;,,,,,,,,,,,,,,,,,,
udacity/ud843-QuakeReport,https://github.com/udacity/ud843-QuakeReport,starting-point,9daecbbb0cbdc3bc89545642ceb21e1a029738c6,349,1208,,app/build.gradle;build.gradle;settings.gradle;,,.github/workflows/manual.yml;,,,,,,,,,,,,,,,,,,
alamkanak/Android-Week-View,https://github.com/alamkanak/Android-Week-View,develop,175c25cbe31a13c4352eac5828072e60aa1100ec,3362,1211,,build.gradle;library/build.gradle;sample/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,,,,,
williamfiset/DEPRECATED-data-structures,https://github.com/williamfiset/DEPRECATED-data-structures,master,71e14edd01d9e965704bda565698555372081953,2630,1212,,build.gradle;,.travis.yml;,,,,,,,,,,,,,,,,,,,
LandmarkTechnology/maven-standalone-application,https://github.com/LandmarkTechnology/maven-standalone-application,master,d34301bb6ce52d1ae780902fdf2925aaf97c3652,0,1286,pom.xml;,,,,,,,,,,,,,,,,,,,,,
in28minutes/spring-master-class,https://github.com/in28minutes/spring-master-class,master,2578f5fa2ef2addd838f37dc8fb25339c7c59488,889,1311,00-framework-tool-introductions/02.Maven-Introduction-In-5-Steps/pom.xml;00-framework-tool-introductions/04.Mockito-Introduction-In-5-Steps/pom.xml;00-framework-tool-introductions/05.Spring-Boot-Introduction-In-10-Steps/pom.xml;01-spring-in-depth/pom.xml;02-basic-web-application/pom.xml;03-spring-aop/pom.xml;04-spring-jdbc-to-jpa/pom.xml;,,,,,,,,,,,,,,,,,,,,,
amlcurran/ShowcaseView,https://github.com/amlcurran/ShowcaseView,master,c8db06f8252354fd33564c2e04e49a72593f4322,5587,1314,,build.gradle;library/build.gradle;library/gradle-mvn-push.gradle;release.gradle;sample/build.gradle;settings.gradle;,.travis.yml;,,,,,,,library/gradle-mvn-push.gradle;,,,,,,,,,,,,
prolificinteractive/material-calendarview,https://github.com/prolificinteractive/material-calendarview,master,04fae8175fd034d0a7131f8cb253cae883a88aa2,5795,1315,,build.gradle;dependencies.gradle;library/build.gradle;sample/build.gradle;settings.gradle;,.travis.yml;,,,,,,,library/build.gradle;,,,,,,,,,,,,
leolin310148/ShortcutBadger,https://github.com/leolin310148/ShortcutBadger,master,6d4ce808b0a1abe0ac31dc93d46a78ebecdebfbe,7201,1318,,SampleApp/build.gradle;ShortcutBadger/build.gradle;ShortcutBadger/mvn-push.gradle;build.gradle;settings.gradle;,,,,,,,,ShortcutBadger/mvn-push.gradle;,,,,,,,,,,,,
pmd/pmd,https://github.com/pmd/pmd,master,a42913fb10171b8a76526b654eb8fc4b240f57bd,3919,1319,pmd-apex-jorje/pom.xml;pmd-apex/pom.xml;pmd-core/pom.xml;pmd-cpp/pom.xml;pmd-cs/pom.xml;pmd-dart/pom.xml;pmd-dist/pom.xml;pmd-dist/src/test/resources/rulesets/all-pom.xml;pmd-dist/src/test/resources/sample-source/pom/pom.xml.pom;pmd-doc/pom.xml;pmd-fortran/pom.xml;pmd-gherkin/pom.xml;pmd-go/pom.xml;pmd-groovy/pom.xml;pmd-html/pom.xml;pmd-java/pom.xml;pmd-java8/pom.xml;pmd-javascript/pom.xml;pmd-jsp/pom.xml;pmd-kotlin/pom.xml;pmd-lang-test/pom.xml;pmd-lua/pom.xml;pmd-matlab/pom.xml;pmd-modelica/pom.xml;pmd-objectivec/pom.xml;pmd-perl/pom.xml;pmd-php/pom.xml;pmd-plsql/pom.xml;pmd-python/pom.xml;pmd-ruby/pom.xml;pmd-scala-modules/pmd-scala-common/pom.xml;pmd-scala-modules/pmd-scala_2.12/pom.xml;pmd-scala-modules/pmd-scala_2.13/pom.xml;pmd-scala/pom.xml;pmd-swift/pom.xml;pmd-test/pom.xml;pmd-visualforce/pom.xml;pmd-vm/pom.xml;pmd-xml/pom.xml;pom.xml;,,,.github/workflows/build.yml;.github/workflows/git-repo-sync.yml;.github/workflows/troubleshooting.yml;,pom.xml;,,pmd-lang-test/pom.xml;pmd-scala-modules/pmd-scala-common/pom.xml;pom.xml;,,,,,,,,,,,,,,,
youlookwhat/CloudReader,https://github.com/youlookwhat/CloudReader,master,2a0ac6cb6a9191992458d6b7ff9bba48244be085,4700,1320,,app/build.gradle;build.gradle;bymvvm/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,,,,,
LaunchCodeEducation/java-exercises,https://github.com/LaunchCodeEducation/java-exercises,master,bbeefd43ab896c6969f290751d1b32dfaa1aaca9,4,1323,,,,,,,,,,,,,,,,,,,,,,
szerhusenBC/jwt-spring-security-demo,https://github.com/szerhusenBC/jwt-spring-security-demo,master,dcf718c67c0d403f78ee390c23715c3f5e6f5f4c,2918,1330,pom.xml;,,.travis.yml;,,,,,,,,,,,,,,,,,,,
CodingDocs/springboot-guide,https://github.com/CodingDocs/springboot-guide,master,76c018d7d898d61d9ce07a975c0056a36a5f9358,4487,1333,source-code/advanced/async-method-springboot/pom.xml;source-code/advanced/bean-validation-demo/pom.xml;source-code/advanced/springboot-dubbo/dubbo-consumer/pom.xml;source-code/advanced/springboot-dubbo/dubbo-interface/pom.xml;source-code/advanced/springboot-dubbo/dubbo-provider/pom.xml;source-code/advanced/springboot-rabbitmq/producer/pom.xml;source-code/advanced/springboot-schedule-task/pom.xml;source-code/basis/jpa-demo/pom.xml;source-code/basis/life-cycle-annotation/pom.xml;source-code/basis/read-config-properties/pom.xml;source-code/basis/springboot-filter-interceptor/pom.xml;source-code/basis/springboot-mybatis/springboot-mybatis-annotation/pom.xml;source-code/basis/springboot-mybatis/springboot-mybatis-mutipleDatasource/pom.xml;source-code/basis/springboot-mybatis/springboot-mybatis-xml/pom.xml;source-code/bean-validation-demo/pom.xml;source-code/hello-world/pom.xml;source-code/springboot-data-desensitization/pom.xml;,source-code/basis/springboot-handle-exception-improved/build.gradle;source-code/basis/springboot-handle-exception-improved/settings.gradle;source-code/basis/springboot-handle-exception/build.gradle;source-code/basis/springboot-handle-exception/settings.gradle;,,,,,,,,,,,,,,,,,,,,
wildfly/quickstart,https://github.com/wildfly/quickstart,main,80ba012e8e3dc456694cb3652e16b3b859e250e4,859,1340,batch-processing/pom.xml;bean-validation-custom-constraint/pom.xml;bmt/pom.xml;cmt/pom.xml;contacts-jquerymobile/functional-tests/pom.xml;contacts-jquerymobile/pom.xml;dist/pom.xml;ee-security/pom.xml;ejb-multi-server/app-main/ear/pom.xml;ejb-multi-server/app-main/ejb/pom.xml;ejb-multi-server/app-main/pom.xml;ejb-multi-server/app-main/web/pom.xml;ejb-multi-server/app-one/ear/pom.xml;ejb-multi-server/app-one/ejb/pom.xml;ejb-multi-server/app-one/pom.xml;ejb-multi-server/app-two/ear/pom.xml;ejb-multi-server/app-two/ejb/pom.xml;ejb-multi-server/app-two/pom.xml;ejb-multi-server/app-web/pom.xml;ejb-multi-server/client/pom.xml;ejb-multi-server/pom.xml;ejb-remote/client/pom.xml;ejb-remote/pom.xml;ejb-remote/server-side/pom.xml;ejb-security-context-propagation/pom.xml;ejb-security-programmatic-auth/pom.xml;ejb-throws-exception/ear/pom.xml;ejb-throws-exception/ejb-api/pom.xml;ejb-throws-exception/ejb/pom.xml;ejb-throws-exception/pom.xml;ejb-throws-exception/web/pom.xml;ejb-timer/pom.xml;ejb-txn-remote-call/client/pom.xml;ejb-txn-remote-call/pom.xml;ejb-txn-remote-call/server/pom.xml;ha-singleton-deployment/pom.xml;ha-singleton-service/pom.xml;helloworld-jms/pom.xml;helloworld-mdb/pom.xml;helloworld-mutual-ssl-secured/pom.xml;helloworld-mutual-ssl/pom.xml;helloworld-singleton/pom.xml;helloworld-ws/pom.xml;helloworld/pom.xml;hibernate/pom.xml;http-custom-mechanism/custom-module/pom.xml;http-custom-mechanism/pom.xml;http-custom-mechanism/webapp/pom.xml;jaxrs-client/pom.xml;jaxrs-jwt/client/pom.xml;jaxrs-jwt/pom.xml;jaxrs-jwt/service/pom.xml;jaxws-ejb/client/pom.xml;jaxws-ejb/pom.xml;jaxws-ejb/service/pom.xml;jaxws-retail/client/pom.xml;jaxws-retail/pom.xml;jaxws-retail/service/pom.xml;jsonp/pom.xml;jta-crash-rec/pom.xml;jts/application-component-1/pom.xml;jts/application-component-2/pom.xml;jts/pom.xml;kitchensink/pom.xml;logging/pom.xml;mail/pom.xml;messaging-clustering-singleton/pom.xml;microprofile-config/pom.xml;microprofile-fault-tolerance/pom.xml;microprofile-health/pom.xml;microprofile-jwt/pom.xml;microprofile-metrics/pom.xml;microprofile-openapi/pom.xml;microprofile-opentracing/pom.xml;microprofile-reactive-messaging-kafka/pom.xml;microprofile-rest-client/country-client/pom.xml;microprofile-rest-client/country-server/pom.xml;microprofile-rest-client/pom.xml;numberguess/pom.xml;pom.xml;security-domain-to-domain/ear/pom.xml;security-domain-to-domain/ejb/pom.xml;security-domain-to-domain/pom.xml;security-domain-to-domain/web/pom.xml;servlet-async/pom.xml;servlet-filterlistener/pom.xml;servlet-security/pom.xml;shopping-cart/client/pom.xml;shopping-cart/pom.xml;shopping-cart/server/pom.xml;spring-resteasy/pom.xml;tasks-jsf/pom.xml;temperature-converter/pom.xml;template/pom.xml;thread-racing/pom.xml;todo-backend/pom.xml;websocket-endpoint/pom.xml;websocket-hello/pom.xml;wsat-simple/pom.xml;wsba-coordinator-completion-simple/pom.xml;wsba-participant-completion-simple/pom.xml;,,,.github/workflows/ci.yml;,,,,,,,,,,,,,,,,,,
