name,link,Default Branch,SHA,Stargazers Count,Forks Count,Maven,Gradle,Travis CI,Github Actions,Maven Jacoco, Maven Cobertura,Maven Javadoc,Gradle Jacoco,Gradle Cobertura,Gradle Javadoc,Travis Codecov,Travis Coveralls,Travis Codacy,Travis Jacoco, Travis Cobertura,Travis Javadoc,GA Codecov,GA Coveralls,GA Codacy,GA Jacoco, GA Cobertura,GA Javadoc
cs125-illinois/Fall-2017-Lab4,https://github.com/cs125-illinois/Fall-2017-Lab4,master,e80e4add922064eb5f1322d6603b93c6c0faa82a,0,426,,,,,,,,,,,,,,,,,,,,,,
pinguo-zhouwei/MZBannerView,https://github.com/pinguo-zhouwei/MZBannerView,master,1d18c51898df70f67dc7f510ae1e68069a83fa32,2305,426,,app/build.gradle;build.gradle;mzbanner/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,,,,,
YeautyYE/netty-websocket-spring-boot-starter,https://github.com/YeautyYE/netty-websocket-spring-boot-starter,master,db29b043e69e2837a4eacdacec552a809ac2d689,1329,426,pom.xml;,,,,,,pom.xml;,,,,,,,,,,,,,,,
CognitiveBuild/Chatbot,https://github.com/CognitiveBuild/Chatbot,master,69f4252ecfa91e56251917b375f8b22e30f9383e,153,428,pom.xml;,,,,,,,,,,,,,,,,,,,,,
ScienJus/spring-restful-authorization,https://github.com/ScienJus/spring-restful-authorization,master,a22de4888b4915acca480fc4c5d7d0501db5a3fd,855,428,pom.xml;,,,,,,,,,,,,,,,,,,,,,
dodola/android_waterfall,https://github.com/dodola/android_waterfall,master,f578873f7f74a4d65fe194f7afddc934c42f1233,723,429,,,,,,,,,,,,,,,,,,,,,,
chinashiyu/gfw.press,https://github.com/chinashiyu/gfw.press,master,875bfd7bdccc8af31a5218b5a0a136204e11cc7e,1474,429,,,,,,,,,,,,,,,,,,,,,,
kaku2015/ColorfulNews,https://github.com/kaku2015/ColorfulNews,master,4b9f48eea1b0cb73df1444655234b01bf5ae3851,1319,430,,app/build.gradle;build.gradle;daogenerator/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,,,,,
gavenwangcn/vole,https://github.com/gavenwangcn/vole,master,3bb0fa04f607c228bbdc38db6779d3b1915452dc,827,430,pom.xml;vole-auth/pom.xml;vole-common/pom.xml;vole-config/pom.xml;vole-demo/pom.xml;vole-eureka/pom.xml;vole-gateway/pom.xml;vole-modules/pom.xml;vole-modules/vole-casclient/pom.xml;vole-modules/vole-job/pom.xml;vole-modules/vole-message/pom.xml;vole-modules/vole-monitor/pom.xml;vole-modules/vole-mq/pom.xml;vole-modules/vole-ssoclient/pom.xml;vole-modules/vole-turbine/pom.xml;vole-mps/pom.xml;vole-passport-common/pom.xml;vole-passport/pom.xml;vole-portal-common/pom.xml;vole-portal-data/pom.xml;vole-portal/pom.xml;,,vole-mps/src/main/resources/static/plugins/bootstrap-datetimepicker/.travis.yml;vole-portal/src/main/resources/static/plugins/bootstrap-datetimepicker/.travis.yml;,,,,,,,,,,,,,,,,,,,
JakeWharton/Android-DirectionalViewPager,https://github.com/JakeWharton/Android-DirectionalViewPager,master,f966aa804c39b86fda279d99a1e21ba21bd6260a,1041,431,library/pom.xml;pom.xml;sample/pom.xml;,,,,,,library/pom.xml;pom.xml;sample/pom.xml;,,,,,,,,,,,,,,,
laodaobazi/ldbz-shop,https://github.com/laodaobazi/ldbz-shop,master,4dd1263e43f05c813ae9a1b4d363e146a0664134,953,431,ldbz-shop-common-mapper/pom.xml;ldbz-shop-common-pojo/pom.xml;ldbz-shop-common-tag/pom.xml;ldbz-shop-common/pom.xml;ldbz-shop-service-admin-api/pom.xml;ldbz-shop-service-admin/pom.xml;ldbz-shop-service-advertisement-api/pom.xml;ldbz-shop-service-advertisement/pom.xml;ldbz-shop-service-cart-api/pom.xml;ldbz-shop-service-cart/pom.xml;ldbz-shop-service-item-api/pom.xml;ldbz-shop-service-item/pom.xml;ldbz-shop-service-notify-api/pom.xml;ldbz-shop-service-notify/pom.xml;ldbz-shop-service-order-api/pom.xml;ldbz-shop-service-order/pom.xml;ldbz-shop-service-portal-api/pom.xml;ldbz-shop-service-portal/pom.xml;ldbz-shop-service-redis-api/pom.xml;ldbz-shop-service-redis/pom.xml;ldbz-shop-service-search-api/pom.xml;ldbz-shop-service-search/pom.xml;ldbz-shop-service-sso-api/pom.xml;ldbz-shop-service-sso/pom.xml;ldbz-shop-service-wishlist-api/pom.xml;ldbz-shop-service-wishlist/pom.xml;ldbz-shop-web-admin/pom.xml;ldbz-shop-web-cart/pom.xml;ldbz-shop-web-item/pom.xml;ldbz-shop-web-order/pom.xml;ldbz-shop-web-portal/pom.xml;ldbz-shop-web-search/pom.xml;ldbz-shop-web-sso/pom.xml;ldbz-shop-web-wishlist/pom.xml;pom.xml;,,,,,,,,,,,,,,,,,,,,,
smanikandan14/Volley-demo,https://github.com/smanikandan14/Volley-demo,master,6d1bf5f2dfe8640c4c15641c694e5bb429b72083,893,432,,build.gradle;settings.gradle;volleydemoapp/build.gradle;,,,,,,,,,,,,,,,,,,,,
kongchen/swagger-maven-plugin,https://github.com/kongchen/swagger-maven-plugin,master,e4cf3af6ed4a4987b2269a05b7037549bc4a5511,722,433,pom.xml;,,.travis.yml;,,,,pom.xml;,,,,,,,,,,,,,,,
florent37/ViewAnimator,https://github.com/florent37/ViewAnimator,master,bf8f68d8a4ad61c8fde6a3681d565724c3374e6a,2671,433,,build.gradle;gradle/bintray-android-v1.gradle;gradle/bintray-java-v1.gradle;gradle/install-v1.gradle;sample/build.gradle;sample2/build.gradle;settings.gradle;viewanimator/build.gradle;,,,,,,,,gradle/bintray-android-v1.gradle;gradle/bintray-java-v1.gradle;,,,,,,,,,,,,
awslabs/amazon-kinesis-client,https://github.com/awslabs/amazon-kinesis-client,master,a344ee4d05d19d4786a7a4d5d5062adcc080a8c0,591,433,amazon-kinesis-client-multilang/pom.xml;amazon-kinesis-client/pom.xml;pom.xml;,,.travis.yml;,,,,amazon-kinesis-client-multilang/pom.xml;amazon-kinesis-client/pom.xml;,,,,,,,,,,,,,,,
geonetwork/core-geonetwork,https://github.com/geonetwork/core-geonetwork,main,f895e34f4671f42e7f8690feaf540bbb178ad43e,308,434,cachingxslt/pom.xml;common/pom.xml;core/pom.xml;csw-server/pom.xml;docs/pom.xml;docs/schema-doc/pom.xml;doi/pom.xml;domain/pom.xml;es/es-dashboards/pom.xml;es/pom.xml;estest/pom.xml;events/pom.xml;harvesters/pom.xml;healthmonitor/pom.xml;index/pom.xml;inspire-atom/pom.xml;integration-test/pom.xml;jmeter/pom.xml;listeners/pom.xml;messaging/pom.xml;oaipmh/pom.xml;pom.xml;release/pom.xml;schemas-test/pom.xml;schemas/csw-record/pom.xml;schemas/dublin-core/pom.xml;schemas/iso19110/pom.xml;schemas/iso19115-3.2018/pom.xml;schemas/iso19139/pom.xml;schemas/pom.xml;schemas/schema-core/pom.xml;sde/pom.xml;services/pom.xml;slave/pom.xml;web-ui/pom.xml;web/pom.xml;workers/camelPeriodicProducer/pom.xml;workers/pom.xml;workers/wfsfeature-harvester/pom.xml;wro4j/pom.xml;,docker/gn-cas-ldap/cas/cas-overlay-template-6.2/build.gradle;docker/gn-cas-ldap/cas/cas-overlay-template-6.2/gradle/dockerjib.gradle;docker/gn-cas-ldap/cas/cas-overlay-template-6.2/gradle/springboot.gradle;docker/gn-cas-ldap/cas/cas-overlay-template-6.2/gradle/tasks.gradle;docker/gn-cas-ldap/cas/cas-overlay-template-6.2/settings.gradle;,docker/gn-cas-ldap/cas/cas-overlay-template-6.2/.travis.yml;,.github/workflows/codeql-analysis.yml;.github/workflows/linux.yml;.github/workflows/sonarcloud.yml;,,,,,,docker/gn-cas-ldap/cas/cas-overlay-template-6.2/build.gradle;,,,,,,,,,,,,.github/workflows/linux.yml;.github/workflows/sonarcloud.yml;
Gamelab-Istanbul/NgdroidApp,https://github.com/Gamelab-Istanbul/NgdroidApp,master,0930157d892dd993c728b03cf3f0f8a753105baf,108,435,,app/build.gradle;build.gradle;settings.gradle;,.travis.yml;,,,,,,,,,,,,,,,,,,,
OpenShiftDemos/os-sample-java-web,https://github.com/OpenShiftDemos/os-sample-java-web,master,74cdd67ff90aa39b46be98181348bac27b68d64c,13,435,pom.xml;,,,,,,,,,,,,,,,,,,,,,
deepak2717/TomcatDockerWar,https://github.com/deepak2717/TomcatDockerWar,master,5c34dca94863760ee8e5b36dc61136a37f516607,1,435,pom.xml;,,,,,,,,,,,,,,,,,,,,,
maxliaops/Java_Web_Examples,https://github.com/maxliaops/Java_Web_Examples,master,88c4790fc6b7aa85f0cf25a9392a1a91bf0889b0,545,435,,,,,,,,,,,,,,,,,,,,,,
groovy/groovy-core,https://github.com/groovy/groovy-core,master,01309f9d4be34ddf93c4a9943b5a97843bff6181,1480,435,,build.gradle;buildSrc/build.gradle;gradle/asciidoctor.gradle;gradle/assemble.gradle;gradle/backports.gradle;gradle/binarycompatibility.gradle;gradle/bintray.gradle;gradle/docs.gradle;gradle/eclipse.gradle;gradle/filter.gradle;gradle/groovydoc.gradle;gradle/idea.gradle;gradle/indy.gradle;gradle/jacoco/jacoco.gradle;gradle/jacoco/jacocofix.gradle;gradle/pomconfigurer.gradle;gradle/quality.gradle;gradle/test.gradle;gradle/upload.gradle;gradle/utils.gradle;settings.gradle;subprojects/groovy-ant/build.gradle;subprojects/groovy-bsf/build.gradle;subprojects/groovy-console/build.gradle;subprojects/groovy-docgenerator/build.gradle;subprojects/groovy-groovydoc/build.gradle;subprojects/groovy-groovysh/build.gradle;subprojects/groovy-jmx/build.gradle;subprojects/groovy-json/build.gradle;subprojects/groovy-jsr223/build.gradle;subprojects/groovy-nio/build.gradle;subprojects/groovy-servlet/build.gradle;subprojects/groovy-sql/build.gradle;subprojects/groovy-swing/build.gradle;subprojects/groovy-templates/build.gradle;subprojects/groovy-test/build.gradle;subprojects/groovy-testng/build.gradle;subprojects/groovy-xml/build.gradle;,,,,,,gradle/jacoco/jacoco.gradle;gradle/quality.gradle;subprojects/groovy-ant/build.gradle;subprojects/groovy-swing/build.gradle;subprojects/groovy-test/build.gradle;,build.gradle;gradle/assemble.gradle;,gradle/assemble.gradle;gradle/backports.gradle;gradle/bintray.gradle;gradle/docs.gradle;gradle/test.gradle;gradle/upload.gradle;subprojects/groovy-nio/build.gradle;,,,,,,,,,,,,
MindorksOpenSource/AndroidTensorFlowMachineLearningExample,https://github.com/MindorksOpenSource/AndroidTensorFlowMachineLearningExample,master,7d36860d49a7a1ea69cfd8573c6e50693f99a2c9,1399,437,,app/build.gradle;build.gradle;settings.gradle;,,,,,,,,,,,,,,,,,,,,
lyj8330328/leyou,https://github.com/lyj8330328/leyou,master,dd35415f47a1690540f230237be1e4a6aee01fb6,591,437,leyou-api-gateway/pom.xml;leyou-authentication/leyou-authentication-common/pom.xml;leyou-authentication/leyou-authentication-service/pom.xml;leyou-authentication/pom.xml;leyou-cart/pom.xml;leyou-comments/leyou-comments-interface/pom.xml;leyou-comments/leyou-comments-service/pom.xml;leyou-comments/pom.xml;leyou-common/pom.xml;leyou-config/pom.xml;leyou-goods-web/pom.xml;leyou-item/leyou-item-interface/pom.xml;leyou-item/leyou-item-service/pom.xml;leyou-item/pom.xml;leyou-order/leyou-order-interface/pom.xml;leyou-order/leyou-order-service/pom.xml;leyou-order/pom.xml;leyou-registry/pom.xml;leyou-search/pom.xml;leyou-secskill/leyou-seckill-interface/pom.xml;leyou-secskill/leyou-seckill-service/pom.xml;leyou-secskill/pom.xml;leyou-sms/pom.xml;leyou-upload/pom.xml;leyou-user/leyou-user-interface/pom.xml;leyou-user/leyou-user-service/pom.xml;leyou-user/pom.xml;pom.xml;,,,,,,,,,,,,,,,,,,,,,
Wang-Jun-Chao/leetcode,https://github.com/Wang-Jun-Chao/leetcode,master,ce53c9790b91bdd22b99f21d106365d5c7eb971c,855,439,pom.xml;,,,,,,,,,,,,,,,,,,,,,
lerndevops/DevOpsClassCodes,https://github.com/lerndevops/DevOpsClassCodes,master,b3df41ce06a29348679edc19dab76ec2e6040ac8,4,441,pom.xml;,,,,pom.xml;,pom.xml;,pom.xml;,,,,,,,,,,,,,,,
PraktikumJava/m1-t12-debug,https://github.com/PraktikumJava/m1-t12-debug,master,9924d9433a4d16c61e21fa223aff958428e8e670,1,442,,,,,,,,,,,,,,,,,,,,,,
codepath/android-debugging-challenges,https://github.com/codepath/android-debugging-challenges,master,7990440eb3a74836354213537c41f7161defdb1e,13,444,,app/build.gradle;build.gradle;settings.gradle;,.travis.yml;,,,,,,,,,,,,,,,,,,,
Dreampie/Resty,https://github.com/Dreampie/Resty,master,b774bfcd6c1cd9e90ba098bb8ca472ae42d47d72,1263,447,pom.xml;resty-cache/pom.xml;resty-captcha/pom.xml;resty-common/pom.xml;resty-example/pom.xml;resty-httpclient/pom.xml;resty-log/pom.xml;resty-mail/pom.xml;resty-oauth/pom.xml;resty-orm/pom.xml;resty-quartz/pom.xml;resty-route/pom.xml;resty-security/pom.xml;resty-server/pom.xml;resty-upload/pom.xml;,,,,,,pom.xml;,,,,,,,,,,,,,,,
mekanism/Mekanism,https://github.com/mekanism/Mekanism,1.19.x,fec4c6d673e7254a7f383e5d9000a556ac98bedf,961,447,,annotation-processor/build.gradle;build.gradle;buildSrc/build.gradle;settings.gradle;,.travis.yml;,,,,,,,,,,,,,,,,,,,
Rainer-Lang/android,https://github.com/Rainer-Lang/android,master,e2a4fb856335575640ff0b57778e833c27700248,5,449,,.gradle;.gradle/2.2.1;.gradle/2.2.1/taskArtifacts;.gradle/2.2.1/taskArtifacts/cache.properties;.gradle/2.2.1/taskArtifacts/cache.properties.lock;.gradle/2.2.1/taskArtifacts/fileHashes.bin;.gradle/2.2.1/taskArtifacts/fileSnapshots.bin;.gradle/2.2.1/taskArtifacts/outputFileStates.bin;.gradle/2.2.1/taskArtifacts/taskArtifacts.bin;build.gradle;settings.gradle;utils/build.gradle;,,,,,,,,,,,,,,,,,,,,
eson15/Javaweb_bookstore,https://github.com/eson15/Javaweb_bookstore,master,cbef1731c1c4cc7292d4f2f21634a26298dc93e3,614,449,,,,,,,,,,,,,,,,,,,,,,
evant/gradle-retrolambda,https://github.com/evant/gradle-retrolambda,main,e286096796ddc39f1b24c9c00834978536247656,5347,449,,build.gradle;gradle-retrolambda/build.gradle;gradle-retrolambda/settings.gradle;sample-android-app/build.gradle;sample-android-feature/build.gradle;sample-android-lib/build.gradle;sample-android-test/build.gradle;sample-java-default-methods/build.gradle;sample-java/build.gradle;settings.gradle;,,,,,,,,gradle-retrolambda/build.gradle;,,,,,,,,,,,,
bfdeitch/FunFacts,https://github.com/bfdeitch/FunFacts,master,1526c2d256092d5ec378752555c79c7962d3ac68,4,450,,app/build.gradle;build.gradle;settings.gradle;,,,,,,,,,,,,,,,,,,,,
aritraroy/PatternLockView,https://github.com/aritraroy/PatternLockView,master,a90b0d4bf0f286bc23e0356a260b6929adebe7de,2676,450,,app/build.gradle;build.gradle;patternlockview-reactive/build.gradle;patternlockview/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,,,,,
ThirtyDegreesRay/OpenHub,https://github.com/ThirtyDegreesRay/OpenHub,master,fcb9b422e8013169e2328a6e09c675ce11a27ad6,4073,450,,app/build.gradle;build.gradle;daogenerator/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,,,,,
RoaringBitmap/RoaringBitmap,https://github.com/RoaringBitmap/RoaringBitmap,master,ecab803e00eae6ecb575b7e1c2df983aa30eb041,2676,450,,RoaringBitmap/build.gradle.kts;bsi/build.gradle.kts;build.gradle.kts;examples/build.gradle.kts;fuzz-tests/build.gradle.kts;jmh/build.gradle.kts;settings.gradle.kts;shims/build.gradle.kts;simplebenchmark/build.gradle.kts;,.travis.yml;,.github/workflows/gradle-wrapper-validation.yml;.github/workflows/java11.yml;.github/workflows/java17.yml;.github/workflows/java8.yml;.github/workflows/macos.yml;,,,,build.gradle.kts;,,build.gradle.kts;,,.travis.yml;,,.travis.yml;,,,,,,,,
MindorksOpenSource/android-developer-roadmap,https://github.com/MindorksOpenSource/android-developer-roadmap,master,da7e9e3c57e6d7493c01be3785ce09b5a7dbe14c,2288,450,,,,,,,,,,,,,,,,,,,,,,
dodola/HotFix,https://github.com/dodola/HotFix,master,afee240bec1e27bdd0a614f914d04b114e3af5de,1697,451,,app/build.gradle;build.gradle;buildSrc/build.gradle;hackdex/build.gradle;hotfixlib/build.gradle;settings.gradle;,,,,,,,,,,,,,,,,,,,,
udacity/ud862-samples,https://github.com/udacity/ud862-samples,master,92fc1e9cdefcfb0fc7a43bc6d921e4416ba31847,594,451,,AndroidDesignTrimPath/app/build.gradle;AndroidDesignTrimPath/build.gradle;AndroidDesignTrimPath/settings.gradle;ApplyPaletteDemo/.gradle;ApplyPaletteDemo/.gradle/2.2.1;ApplyPaletteDemo/.gradle/2.2.1/taskArtifacts;ApplyPaletteDemo/.gradle/2.2.1/taskArtifacts/cache.properties;ApplyPaletteDemo/.gradle/2.2.1/taskArtifacts/cache.properties.lock;ApplyPaletteDemo/.gradle/2.2.1/taskArtifacts/fileHashes.bin;ApplyPaletteDemo/.gradle/2.2.1/taskArtifacts/fileSnapshots.bin;ApplyPaletteDemo/.gradle/2.2.1/taskArtifacts/outputFileStates.bin;ApplyPaletteDemo/.gradle/2.2.1/taskArtifacts/taskArtifacts.bin;ApplyPaletteDemo/app/build.gradle;ApplyPaletteDemo/build.gradle;ApplyPaletteDemo/settings.gradle;CoordinatedMotion/app/build.gradle;CoordinatedMotion/build.gradle;CoordinatedMotion/settings.gradle;DynamicSurfacesDemo/.gradle;DynamicSurfacesDemo/.gradle/2.2.1;DynamicSurfacesDemo/.gradle/2.2.1/taskArtifacts;DynamicSurfacesDemo/.gradle/2.2.1/taskArtifacts/cache.properties;DynamicSurfacesDemo/.gradle/2.2.1/taskArtifacts/cache.properties.lock;DynamicSurfacesDemo/.gradle/2.2.1/taskArtifacts/fileHashes.bin;DynamicSurfacesDemo/.gradle/2.2.1/taskArtifacts/fileSnapshots.bin;DynamicSurfacesDemo/.gradle/2.2.1/taskArtifacts/outputFileStates.bin;DynamicSurfacesDemo/.gradle/2.2.1/taskArtifacts/taskArtifacts.bin;DynamicSurfacesDemo/.gradle/2.4;DynamicSurfacesDemo/.gradle/2.4/taskArtifacts;DynamicSurfacesDemo/.gradle/2.4/taskArtifacts/cache.properties;DynamicSurfacesDemo/.gradle/2.4/taskArtifacts/cache.properties.lock;DynamicSurfacesDemo/.gradle/2.4/taskArtifacts/fileHashes.bin;DynamicSurfacesDemo/.gradle/2.4/taskArtifacts/fileSnapshots.bin;DynamicSurfacesDemo/.gradle/2.4/taskArtifacts/outputFileStates.bin;DynamicSurfacesDemo/.gradle/2.4/taskArtifacts/taskArtifacts.bin;DynamicSurfacesDemo/app/build.gradle;DynamicSurfacesDemo/build.gradle;DynamicSurfacesDemo/settings.gradle;FabDemo/app/build.gradle;FabDemo/build.gradle;FabDemo/settings.gradle;GroupsDemo/app/build.gradle;GroupsDemo/build.gradle;GroupsDemo/settings.gradle;HeartFill/app/build.gradle;HeartFill/build.gradle;HeartFill/settings.gradle;ImmersiveImages/app/build.gradle;ImmersiveImages/build.gradle;ImmersiveImages/settings.gradle;InterpolationDemo/app/build.gradle;InterpolationDemo/build.gradle;InterpolationDemo/settings.gradle;MD_Typograhical_Scale/app/build.gradle;MD_Typograhical_Scale/build.gradle;MD_Typograhical_Scale/settings.gradle;PickPalette/app/build.gradle;PickPalette/build.gradle;PickPalette/settings.gradle;ProfilerChart/build.gradle;ProfilerChart/settings.gradle;ScrollEventsDemo/.gradle;ScrollEventsDemo/.gradle/2.2.1;ScrollEventsDemo/.gradle/2.2.1/taskArtifacts;ScrollEventsDemo/.gradle/2.2.1/taskArtifacts/cache.properties;ScrollEventsDemo/.gradle/2.2.1/taskArtifacts/cache.properties.lock;ScrollEventsDemo/.gradle/2.2.1/taskArtifacts/fileHashes.bin;ScrollEventsDemo/.gradle/2.2.1/taskArtifacts/fileSnapshots.bin;ScrollEventsDemo/.gradle/2.2.1/taskArtifacts/outputFileStates.bin;ScrollEventsDemo/.gradle/2.2.1/taskArtifacts/taskArtifacts.bin;ScrollEventsDemo/.gradle/2.4;ScrollEventsDemo/.gradle/2.4/taskArtifacts;ScrollEventsDemo/.gradle/2.4/taskArtifacts/cache.properties;ScrollEventsDemo/.gradle/2.4/taskArtifacts/cache.properties.lock;ScrollEventsDemo/.gradle/2.4/taskArtifacts/fileHashes.bin;ScrollEventsDemo/.gradle/2.4/taskArtifacts/fileSnapshots.bin;ScrollEventsDemo/.gradle/2.4/taskArtifacts/outputFileStates.bin;ScrollEventsDemo/.gradle/2.4/taskArtifacts/taskArtifacts.bin;ScrollEventsDemo/app/build.gradle;ScrollEventsDemo/build.gradle;ScrollEventsDemo/settings.gradle;SimplePaperTransformations/app/build.gradle;SimplePaperTransformations/build.gradle;SimplePaperTransformations/settings.gradle;TickCross/app/build.gradle;TickCross/build.gradle;TickCross/settings.gradle;TransitionDemo/app/build.gradle;TransitionDemo/build.gradle;TransitionDemo/settings.gradle;TransitionsQuiz/app/build.gradle;TransitionsQuiz/build.gradle;TransitionsQuiz/settings.gradle;Unsplash/app/build.gradle;Unsplash/build.gradle;Unsplash/settings.gradle;,,,,,,,,,,,,,,,,,,,,
xingda920813/HelloDaemon,https://github.com/xingda920813/HelloDaemon,master,e57d51a20c57610b37ad50c097315fac988b97fd,2220,452,,build.gradle;hellodaemon/bintrayv1.gradle;hellodaemon/build.gradle;sample/build.gradle;settings.gradle;,,,,,,,,build.gradle;hellodaemon/bintrayv1.gradle;,,,,,,,,,,,,
liuling07/SimpleNews,https://github.com/liuling07/SimpleNews,master,c279fb220a483d3061853b8e7fd8450fcd0d3533,1465,452,,app/build.gradle;build.gradle;settings.gradle;swipeback/build.gradle;,,,,,,,,swipeback/build.gradle;,,,,,,,,,,,,
infil00p/cordova-crosswalk-engine,https://github.com/infil00p/cordova-crosswalk-engine,master,7eab829d025c936e591326d34f1c60d34a0c7cbc,47,453,,platforms/android/xwalk.gradle;,,,,,,,,,,,,,,,,,,,,
selendroid/selendroid,https://github.com/selendroid/selendroid,master,a32c1a96c973b80c14a588b1075f084201f7fe94,855,453,android-driver/pom.xml;pom.xml;selendroid-client/pom.xml;selendroid-common/pom.xml;selendroid-grid-plugin/pom.xml;selendroid-server-common/pom.xml;selendroid-server/pom.xml;selendroid-standalone/pom.xml;selendroid-test-app/pom.xml;,android-driver/build.gradle;build.gradle;jacoco.gradle;properties.gradle;selendroid-client/build.gradle;selendroid-common/build.gradle;selendroid-grid-plugin/build.gradle;selendroid-server-common/build.gradle;selendroid-server/build.gradle;selendroid-standalone/build.gradle;selendroid-test-app/build.gradle;settings.gradle;,.travis.yml;,,,,,android-driver/build.gradle;build.gradle;jacoco.gradle;selendroid-test-app/build.gradle;,,build.gradle;,,,,,,,,,,,,
gwhalin/Memcached-Java-Client,https://github.com/gwhalin/Memcached-Java-Client,master,9623cb7b5383a824def2e2b7f5fcc2e68f8f7a95,668,453,,,,,,,,,,,,,,,,,,,,,,
jenkinsci/java-client-api,https://github.com/jenkinsci/java-client-api,master,ddf6a850beacf79480280c0c3c067bf73d84bca5,828,454,jenkins-client-it-docker/pom.xml;jenkins-client/pom.xml;pom.xml;,,.travis.yml;,,,,pom.xml;,,,,,,,,,,,,,,,
ctripcorp/dal,https://github.com/ctripcorp/dal,master,b1ed4717f571a601ead66847f0027d398c7caa93,1215,454,dal-client/pom.xml;dal-cluster-client/pom.xml;dal-dao-gen/pom.xml;dao-gen-core/pom.xml;pom.xml;,,,,dal-client/pom.xml;dal-cluster-client/pom.xml;pom.xml;,,dal-client/pom.xml;dal-cluster-client/pom.xml;dal-dao-gen/pom.xml;pom.xml;,,,,,,,,,,,,,,,
cs125-illinois/Fall-2017-Lab5,https://github.com/cs125-illinois/Fall-2017-Lab5,master,12f040f239f3f145f2e4a5519d9ce0495c4a57df,0,455,,build.gradle;,,,,,,,,build.gradle;,,,,,,,,,,,,
Nightonke/WoWoViewPager,https://github.com/Nightonke/WoWoViewPager,master,b7caf7dfe53f34811106bbfbe103849ad8885484,2753,455,,app/build.gradle;build.gradle;settings.gradle;wowoviewpager/build.gradle;,,,,,,,,wowoviewpager/build.gradle;,,,,,,,,,,,,
JeremyLiao/LiveEventBus,https://github.com/JeremyLiao/LiveEventBus,master,88ec25bbc77afa62de24684abae66ad9de4d184b,3417,455,,branchs/live-event-bus-classic/app/build.gradle;branchs/live-event-bus-classic/build.gradle;branchs/live-event-bus-classic/liveeventbus-classic/build.gradle;branchs/live-event-bus-classic/settings.gradle;branchs/live-event-bus-v2/app-v2/build.gradle;branchs/live-event-bus-v2/build.gradle;branchs/live-event-bus-v2/liveeventbus-v2/build.gradle;branchs/live-event-bus-v2/settings.gradle;branchs/live-event-bus-x/app/build.gradle;branchs/live-event-bus-x/build.gradle;branchs/live-event-bus-x/lebx-processor-gson/build.gradle;branchs/live-event-bus-x/liveeventbus-x/build.gradle;branchs/live-event-bus-x/settings.gradle;live-event-bus/app/build.gradle;live-event-bus/build.gradle;live-event-bus/leb-processor-gson/build.gradle;live-event-bus/liveeventbus/build.gradle;live-event-bus/settings.gradle;,,,,,,,,,,,,,,,,,,,,
